County	State	Year	Population
Balance of Telfair County	Georgia	2012	5657
Balance of Telfair County	Georgia	2013	5605
Balance of Telfair County	Georgia	2014	5519
Balance of Telfair County	Georgia	2015	5542
Terrell County	Georgia	2010	9517
Terrell County	Georgia	2011	9384
Terrell County	Georgia	2012	9233
Terrell County	Georgia	2013	9217
Terrell County	Georgia	2014	9120
Terrell County	Georgia	2015	9113
Balance of Terrell County	Georgia	2010	4112
Balance of Terrell County	Georgia	2011	4061
Balance of Terrell County	Georgia	2012	4006
Balance of Terrell County	Georgia	2013	4007
Balance of Terrell County	Georgia	2014	3960
Balance of Terrell County	Georgia	2015	3953
Thomas County	Georgia	2010	44755
Thomas County	Georgia	2011	44614
Thomas County	Georgia	2012	44561
Thomas County	Georgia	2013	44893
Thomas County	Georgia	2014	44990
Thomas County	Georgia	2015	45063
Balance of Thomas County	Georgia	2010	22039
Balance of Thomas County	Georgia	2011	21955
Balance of Thomas County	Georgia	2012	21999
Balance of Thomas County	Georgia	2013	22101
Balance of Thomas County	Georgia	2014	22141
Balance of Thomas County	Georgia	2015	22187
Tift County	Georgia	2010	40242
Tift County	Georgia	2011	41371
Tift County	Georgia	2012	40967
Tift County	Georgia	2013	40216
Tift County	Georgia	2014	40619
Tift County	Georgia	2015	40764
Balance of Tift County	Georgia	2010	21929
Balance of Tift County	Georgia	2011	22560
Balance of Tift County	Georgia	2012	22340
Balance of Tift County	Georgia	2013	21944
Balance of Tift County	Georgia	2014	22009
Balance of Tift County	Georgia	2015	22094
Toombs County	Georgia	2010	27303
Toombs County	Georgia	2011	27206
Toombs County	Georgia	2012	27172
Toombs County	Georgia	2013	27236
Toombs County	Georgia	2014	27193
Toombs County	Georgia	2015	27241
Balance of Toombs County	Georgia	2010	12411
Balance of Toombs County	Georgia	2011	12326
Balance of Toombs County	Georgia	2012	12222
Balance of Toombs County	Georgia	2013	12214
Balance of Toombs County	Georgia	2014	12160
Balance of Toombs County	Georgia	2015	12160
Towns County	Georgia	2010	10540
Towns County	Georgia	2011	10486
Towns County	Georgia	2012	10498
Towns County	Georgia	2013	10748
Towns County	Georgia	2014	11087
Towns County	Georgia	2015	11182
Balance of Towns County	Georgia	2010	8737
Balance of Towns County	Georgia	2011	8671
Balance of Towns County	Georgia	2012	8621
Balance of Towns County	Georgia	2013	8766
Balance of Towns County	Georgia	2014	8943
Balance of Towns County	Georgia	2015	8951
Treutlen County	Georgia	2010	6888
Treutlen County	Georgia	2011	6821
Treutlen County	Georgia	2012	6753
Treutlen County	Georgia	2013	6645
Treutlen County	Georgia	2014	6808
Treutlen County	Georgia	2015	6785
Balance of Treutlen County	Georgia	2010	3767
Balance of Treutlen County	Georgia	2011	3711
Balance of Treutlen County	Georgia	2012	3666
Balance of Treutlen County	Georgia	2013	3657
Balance of Treutlen County	Georgia	2014	3710
Balance of Treutlen County	Georgia	2015	3698
Troup County	Georgia	2010	67087
Troup County	Georgia	2011	67710
Troup County	Georgia	2012	68417
Troup County	Georgia	2013	68957
Troup County	Georgia	2014	69489
Troup County	Georgia	2015	69763
Balance of Troup County	Georgia	2010	31911
Balance of Troup County	Georgia	2011	32189
Balance of Troup County	Georgia	2012	32387
Balance of Troup County	Georgia	2013	32656
Balance of Troup County	Georgia	2014	32896
Balance of Troup County	Georgia	2015	33090
Turner County	Georgia	2010	8947
Turner County	Georgia	2011	8854
Turner County	Georgia	2012	8368
Turner County	Georgia	2013	8124
Turner County	Georgia	2014	8128
Turner County	Georgia	2015	8214
Balance of Turner County	Georgia	2010	3879
Balance of Turner County	Georgia	2011	3821
Balance of Turner County	Georgia	2012	3603
Balance of Turner County	Georgia	2013	3504
Balance of Turner County	Georgia	2014	3511
Balance of Turner County	Georgia	2015	3548
Twiggs County	Georgia	2010	8956
Twiggs County	Georgia	2011	8811
Twiggs County	Georgia	2012	8508
Twiggs County	Georgia	2013	8484
Twiggs County	Georgia	2014	8354
Twiggs County	Georgia	2015	8390
Balance of Twiggs County	Georgia	2010	7661
Balance of Twiggs County	Georgia	2011	7534
Balance of Twiggs County	Georgia	2012	7274
Balance of Twiggs County	Georgia	2013	7256
Balance of Twiggs County	Georgia	2014	7144
Balance of Twiggs County	Georgia	2015	7095
Union County	Georgia	2010	21320
Union County	Georgia	2011	21360
Union County	Georgia	2012	21468
Union County	Georgia	2013	21576
Union County	Georgia	2014	21952
Union County	Georgia	2015	22267
Balance of Union County	Georgia	2010	20699
Balance of Union County	Georgia	2011	20787
Balance of Union County	Georgia	2012	20896
Balance of Union County	Georgia	2013	21001
Balance of Union County	Georgia	2014	21390
Balance of Union County	Georgia	2015	21713
Upson County	Georgia	2010	27064
Upson County	Georgia	2011	26934
Upson County	Georgia	2012	26598
Upson County	Georgia	2013	26498
Upson County	Georgia	2014	26240
Upson County	Georgia	2015	26368
Balance of Upson County	Georgia	2010	17569
Balance of Upson County	Georgia	2011	17424
Balance of Upson County	Georgia	2012	17185
Balance of Upson County	Georgia	2013	17125
Balance of Upson County	Georgia	2014	16953
Balance of Upson County	Georgia	2015	16995
Walker County	Georgia	2010	68888
Walker County	Georgia	2011	68617
Walker County	Georgia	2012	68187
Walker County	Georgia	2013	68295
Walker County	Georgia	2014	68261
Walker County	Georgia	2015	68066
Balance of Walker County	Georgia	2010	52707
Balance of Walker County	Georgia	2011	52506
Balance of Walker County	Georgia	2012	52079
Balance of Walker County	Georgia	2013	52207
Balance of Walker County	Georgia	2014	52107
Balance of Walker County	Georgia	2015	51955
Walton County	Georgia	2010	83974
Walton County	Georgia	2011	84420
Walton County	Georgia	2012	84817
Walton County	Georgia	2013	85920
Walton County	Georgia	2014	87449
Walton County	Georgia	2015	88399
Balance of Walton County	Georgia	2010	56442
Balance of Walton County	Georgia	2011	56758
Balance of Walton County	Georgia	2012	57053
Balance of Walton County	Georgia	2013	57863
Balance of Walton County	Georgia	2014	59021
Balance of Walton County	Georgia	2015	59733
Ware County	Georgia	2010	36371
Ware County	Georgia	2011	36188
Ware County	Georgia	2012	35820
Ware County	Georgia	2013	35722
Ware County	Georgia	2014	35515
Ware County	Georgia	2015	35370
Balance of Ware County	Georgia	2010	21718
Balance of Ware County	Georgia	2011	21689
Balance of Ware County	Georgia	2012	21507
Balance of Ware County	Georgia	2013	21500
Balance of Ware County	Georgia	2014	21355
Balance of Ware County	Georgia	2015	21326
Warren County	Georgia	2010	5795
Warren County	Georgia	2011	5705
Warren County	Georgia	2012	5568
Warren County	Georgia	2013	5556
Warren County	Georgia	2014	5515
Warren County	Georgia	2015	5460
Balance of Warren County	Georgia	2010	3496
Balance of Warren County	Georgia	2011	3439
Balance of Warren County	Georgia	2012	3356
Balance of Warren County	Georgia	2013	3348
Balance of Warren County	Georgia	2014	3323
Balance of Warren County	Georgia	2015	3290
Washington County	Georgia	2010	21110
Washington County	Georgia	2011	21013
Washington County	Georgia	2012	20850
Washington County	Georgia	2013	20640
Washington County	Georgia	2014	20608
Washington County	Georgia	2015	20816
Balance of Washington County	Georgia	2010	10714
Balance of Washington County	Georgia	2011	10667
Balance of Washington County	Georgia	2012	10545
Balance of Washington County	Georgia	2013	10494
Balance of Washington County	Georgia	2014	10442
Balance of Washington County	Georgia	2015	10359
Wayne County	Georgia	2010	30092
Wayne County	Georgia	2011	30337
Wayne County	Georgia	2012	30356
Wayne County	Georgia	2013	30053
Wayne County	Georgia	2014	29950
Wayne County	Georgia	2015	29534
Balance of Wayne County	Georgia	2010	18610
Balance of Wayne County	Georgia	2011	18759
Balance of Wayne County	Georgia	2012	18768
Balance of Wayne County	Georgia	2013	18531
Balance of Wayne County	Georgia	2014	18412
Balance of Wayne County	Georgia	2015	18629
Webster County	Georgia	2010	2777
Webster County	Georgia	2011	2799
Webster County	Georgia	2012	2794
Webster County	Georgia	2013	2708
Webster County	Georgia	2014	2650
Webster County	Georgia	2015	2648
Wheeler County	Georgia	2010	7756
Wheeler County	Georgia	2011	8055
Wheeler County	Georgia	2012	7905
Wheeler County	Georgia	2013	7933
Wheeler County	Georgia	2014	7984
Wheeler County	Georgia	2015	7903
Balance of Wheeler County	Georgia	2010	3835
Balance of Wheeler County	Georgia	2011	3804
Balance of Wheeler County	Georgia	2012	3763
Balance of Wheeler County	Georgia	2013	3779
Balance of Wheeler County	Georgia	2014	3809
Balance of Wheeler County	Georgia	2015	3796
White County	Georgia	2010	27208
White County	Georgia	2011	27383
White County	Georgia	2012	27559
White County	Georgia	2013	27754
White County	Georgia	2014	27942
White County	Georgia	2015	28319
Balance of White County	Georgia	2010	23183
Balance of White County	Georgia	2011	23292
Balance of White County	Georgia	2012	23351
Balance of White County	Georgia	2013	23541
Balance of White County	Georgia	2014	23686
Balance of White County	Georgia	2015	24014
Whitfield County	Georgia	2010	102776
Whitfield County	Georgia	2011	103106
Whitfield County	Georgia	2012	103236
Whitfield County	Georgia	2013	103126
Whitfield County	Georgia	2014	103596
Whitfield County	Georgia	2015	104216
Balance of Whitfield County	Georgia	2010	66346
Balance of Whitfield County	Georgia	2011	66502
Balance of Whitfield County	Georgia	2012	66606
Balance of Whitfield County	Georgia	2013	66506
Balance of Whitfield County	Georgia	2014	66760
Balance of Whitfield County	Georgia	2015	67059
Wilcox County	Georgia	2010	9275
Wilcox County	Georgia	2011	9169
Wilcox County	Georgia	2012	9029
Wilcox County	Georgia	2013	8966
Wilcox County	Georgia	2014	8838
Wilcox County	Georgia	2015	8857
Balance of Wilcox County	Georgia	2010	4338
Balance of Wilcox County	Georgia	2011	4275
Balance of Wilcox County	Georgia	2012	4190
Balance of Wilcox County	Georgia	2013	4151
Balance of Wilcox County	Georgia	2014	4115
Balance of Wilcox County	Georgia	2015	4111
Wilkes County	Georgia	2010	10484
Wilkes County	Georgia	2011	10192
Wilkes County	Georgia	2012	10046
Wilkes County	Georgia	2013	9925
Wilkes County	Georgia	2014	9923
Wilkes County	Georgia	2015	9867
Balance of Wilkes County	Georgia	2010	5611
Balance of Wilkes County	Georgia	2011	5416
Balance of Wilkes County	Georgia	2012	5336
Balance of Wilkes County	Georgia	2013	5230
Balance of Wilkes County	Georgia	2014	5211
Balance of Wilkes County	Georgia	2015	5183
Wilkinson County	Georgia	2010	9519
Wilkinson County	Georgia	2011	9460
Wilkinson County	Georgia	2012	9548
Wilkinson County	Georgia	2013	9423
Wilkinson County	Georgia	2014	9344
Wilkinson County	Georgia	2015	9155
Balance of Wilkinson County	Georgia	2010	4693
Balance of Wilkinson County	Georgia	2011	4664
Balance of Wilkinson County	Georgia	2012	4704
Balance of Wilkinson County	Georgia	2013	4640
Balance of Wilkinson County	Georgia	2014	4598
Balance of Wilkinson County	Georgia	2015	4505
Worth County	Georgia	2010	21725
Worth County	Georgia	2011	21611
Worth County	Georgia	2012	21464
Worth County	Georgia	2013	21052
Worth County	Georgia	2014	20952
Worth County	Georgia	2015	20699
Balance of Worth County	Georgia	2010	13819
Balance of Worth County	Georgia	2011	13669
Balance of Worth County	Georgia	2012	13581
Balance of Worth County	Georgia	2013	13301
Balance of Worth County	Georgia	2014	13214
Balance of Worth County	Georgia	2015	13037
Hawaii County	Hawaii	2010	185326
Hawaii County	Hawaii	2011	186961
Hawaii County	Hawaii	2012	188780
Hawaii County	Hawaii	2013	191224
Hawaii County	Hawaii	2014	194016
Hawaii County	Hawaii	2015	196428
Honolulu County	Hawaii	2010	956377
Honolulu County	Hawaii	2011	966581
Honolulu County	Hawaii	2012	976711
Honolulu County	Hawaii	2013	986802
Honolulu County	Hawaii	2014	992082
Honolulu County	Hawaii	2015	998714
Balance of Honolulu County	Hawaii	2010	617697
Balance of Honolulu County	Hawaii	2011	624412
Balance of Honolulu County	Hawaii	2012	631072
Balance of Honolulu County	Hawaii	2013	638018
Balance of Honolulu County	Hawaii	2014	641587
Balance of Honolulu County	Hawaii	2015	645945
Kalawao County	Hawaii	2010	90
Kalawao County	Hawaii	2011	90
Kalawao County	Hawaii	2012	89
Kalawao County	Hawaii	2013	89
Kalawao County	Hawaii	2014	89
Kalawao County	Hawaii	2015	89
Kauai County	Hawaii	2010	67209
Kauai County	Hawaii	2011	67794
Kauai County	Hawaii	2012	68551
Kauai County	Hawaii	2013	69703
Kauai County	Hawaii	2014	70672
Kauai County	Hawaii	2015	71735
Maui County	Hawaii	2010	154978
Maui County	Hawaii	2011	156801
Maui County	Hawaii	2012	158510
Maui County	Hawaii	2013	160947
Maui County	Hawaii	2014	163398
Maui County	Hawaii	2015	164637
Ada County	Idaho	2010	393464
Ada County	Idaho	2011	401088
Ada County	Idaho	2012	408921
Ada County	Idaho	2013	416439
Ada County	Idaho	2014	426847
Ada County	Idaho	2015	434211
Balance of Ada County	Idaho	2010	59332
Balance of Ada County	Idaho	2011	60573
Balance of Ada County	Idaho	2012	61656
Balance of Ada County	Idaho	2013	62690
Balance of Ada County	Idaho	2014	63963
Balance of Ada County	Idaho	2015	65022
Adams County	Idaho	2010	3953
Adams County	Idaho	2011	3979
Adams County	Idaho	2012	3905
Adams County	Idaho	2013	3825
Adams County	Idaho	2014	3848
Adams County	Idaho	2015	3843
Balance of Adams County	Idaho	2010	2626
Balance of Adams County	Idaho	2011	2650
Balance of Adams County	Idaho	2012	2603
Balance of Adams County	Idaho	2013	2549
Balance of Adams County	Idaho	2014	2565
Balance of Adams County	Idaho	2015	2564
Bannock County	Idaho	2010	83026
Bannock County	Idaho	2011	83584
Bannock County	Idaho	2012	83792
Bannock County	Idaho	2013	83430
Bannock County	Idaho	2014	83471
Bannock County	Idaho	2015	83744
Balance of Bannock County	Idaho	2010	11648
Balance of Bannock County	Idaho	2011	11754
Balance of Bannock County	Idaho	2012	11770
Balance of Bannock County	Idaho	2013	11779
Balance of Bannock County	Idaho	2014	11809
Balance of Bannock County	Idaho	2015	11842
Bear Lake County	Idaho	2010	5977
Bear Lake County	Idaho	2011	5963
Bear Lake County	Idaho	2012	5900
Bear Lake County	Idaho	2013	5955
Bear Lake County	Idaho	2014	5955
Bear Lake County	Idaho	2015	5922
Balance of Bear Lake County	Idaho	2010	2057
Balance of Bear Lake County	Idaho	2011	2067
Balance of Bear Lake County	Idaho	2012	2053
Balance of Bear Lake County	Idaho	2013	2084
Balance of Bear Lake County	Idaho	2014	2098
Balance of Bear Lake County	Idaho	2015	2099
Benewah County	Idaho	2010	9285
Benewah County	Idaho	2011	9165
Benewah County	Idaho	2012	9121
Benewah County	Idaho	2013	9024
Benewah County	Idaho	2014	9080
Benewah County	Idaho	2015	9052
Balance of Benewah County	Idaho	2010	5714
Balance of Benewah County	Idaho	2011	5645
Balance of Benewah County	Idaho	2012	5619
Balance of Benewah County	Idaho	2013	5561
Balance of Benewah County	Idaho	2014	5600
Balance of Benewah County	Idaho	2015	5588
Bingham County	Idaho	2010	45767
Bingham County	Idaho	2011	45912
Bingham County	Idaho	2012	45523
Bingham County	Idaho	2013	45404
Bingham County	Idaho	2014	45204
Bingham County	Idaho	2015	44990
Balance of Bingham County	Idaho	2010	26493
Balance of Bingham County	Idaho	2011	26579
Balance of Bingham County	Idaho	2012	26361
Balance of Bingham County	Idaho	2013	26286
Balance of Bingham County	Idaho	2014	26198
Balance of Bingham County	Idaho	2015	26101
Blaine County	Idaho	2010	21301
Blaine County	Idaho	2011	21092
